quote_id,date_submitted,date_closed,customer,city,state,sales_rep,product_category,product_detail,quote_amount,discount_pct,final_amount,margin_pct,competitor_mentioned,days_to_quote,days_to_close,result,loss_reason
Q-2026-1133,2026-01-15,2026-01-25,High Plains Corp,Garden City,KS,Jake Finley,Bearings,SKF 7210 BECBP Angular Contact (qty 4),7997,9.8,7213,18.66,,2,10,Lost,No response
Q-2026-1134,2026-01-15,2026-01-30,River Bluff Packaging,Lawrence,KS,Lisa Cheng,Valves,Apollo 88A-100 3-Piece Ball Valve (qty 48),21272,0.1,21251,35.6,,1,15,Won,
Q-2026-1135,2026-01-15,2026-02-17,Central Iowa Machining,Des Moines,IA,Tyler Novak,Bearings,NTN UCF210-200D1 Flange Unit (qty 36),38008,8.9,34625,27.53,Motion Industries,7,33,Lost,Lead time
Q-2026-1136,2026-01-15,2026-01-22,Lakeshore Assembly,Kansas City,MO,Lisa Cheng,MRO/Mixed,"Annual safety supply order — gloves, glasses, ear protection",23139,1.2,22861,34.2,Fastenal,1,7,Won,
Q-2026-1137,2026-01-15,2026-02-01,Midwest Fabricators,Olathe,KS,Lisa Cheng,Power Transmission,Rexnord Omega E40 Coupling,1052,4.1,1009,23.4,,1,17,Lost,No response
Q-2026-1138,2026-01-16,2026-02-08,River City Steel,Kansas City,MO,Jake Finley,Seals & Gaskets,Parker O-Ring Kit 4-001 (qty 4 kits),10106,6.7,9429,29.9,,2,23,Lost,No response
Q-2026-1139,2026-01-16,2026-02-04,Hawkeye Industrial,Cedar Rapids,IA,Mark Alderman,Valves,Bray Series 21 Butterfly + Actuator,52560,6.3,49249,22.1,Ferguson Industrial,10,19,Lost,No response
Q-2026-1140,2026-01-17,2026-02-10,Consolidated Packaging,Lenexa,KS,Lisa Cheng,Motors & Drives,ABB ACS355 VFD 15HP,20844,5.4,19718,29.6,,4,24,Lost,Lead time
Q-2026-1141,2026-01-17,2026-02-12,River Bluff Packaging,Lawrence,KS,Jake Finley,Valves,Bray Series 21 Butterfly + Actuator,8805,5.7,8303,28.4,,2,26,Lost,Spec change
Q-2026-1142,2026-01-18,2026-02-08,Textron Aviation,Wichita,KS,Mark Alderman,Bearings,SKF 6205-2RS Deep Groove (qty 12),69536,8.0,63973,20.1,Applied Industrial,8,21,Lost,Lead time
Q-2026-1143,2026-01-18,2026-02-12,Westar Energy,Topeka,KS,Lisa Cheng,MRO/Mixed,"Conveyor maintenance kit — rollers, belting, hardware",20052,0.6,19932,31.2,,1,25,Lost,No response
Q-2026-1144,2026-01-18,2026-01-26,Dairyland Cooperative,Topeka,KS,Mark Alderman,Motors & Drives,ABB ACS355 VFD 15HP,1743,6.8,1624,23.5,,2,8,Won,
Q-2026-1145,2026-01-18,2026-02-05,Consolidated Packaging,Lenexa,KS,Mark Alderman,Bearings,Timken HM218248 Tapered Roller (qty 10),1490,10.1,1340,18.97,Motion Industries,2,18,Lost,Price
Q-2026-1146,2026-01-19,2026-01-30,Agri-Service Inc,Hutchinson,KS,Jake Finley,Motors & Drives,WEG 00718ET3E213T 7.5HP Motor,3371,3.7,3246,24.1,,1,11,Lost,Lead time
Q-2026-1147,2026-01-20,2026-01-30,National Beef Packing,Dodge City,KS,Lisa Cheng,Seals & Gaskets,John Crane Type 1 Seal Kit,2811,2.9,2729,29.4,,1,10,Lost,Price
Q-2026-1148,2026-01-20,2026-02-15,Westar Energy,Topeka,KS,Lisa Cheng,Bearings,NTN 6305LLU Deep Groove (qty 12),9292,6.9,8651,21.1,,2,26,Lost,Lead time
Q-2026-1149,2026-01-21,2026-01-25,Textron Aviation,Wichita,KS,Jake Finley,Bearings,Timken HM218248 Tapered Roller (qty 2),3419,3.2,3310,20.1,McMaster-Carr,1,4,Won,
Q-2026-1150,2026-01-21,2026-01-25,River City Steel,Kansas City,MO,Jake Finley,MRO/Mixed,"Annual safety supply order — gloves, glasses, ear protection",1980,6.3,1855,35.6,,0,4,Won,
Q-2026-1151,2026-01-22,2026-01-26,Midwest Mechanical Services,Wichita,KS,Tyler Novak,MRO/Mixed,"Conveyor maintenance kit — rollers, belting, hardware",4275,2.9,4151,33.9,Fastenal,1,4,Won,
Q-2026-1152,2026-01-23,2026-02-02,Lakeshore Assembly,Kansas City,MO,Lisa Cheng,Bearings,Dodge P2B-SC-104 Pillow Block (qty 8),2793,7.7,2578,25.4,,1,10,Lost,Price
Q-2026-1153,2026-01-24,2026-02-21,Heartland Foods,Topeka,KS,Jake Finley,Linear Motion,Hiwin KK60 Linear Actuator,1761,5.4,1666,31.5,,2,28,Lost,Went with incumbent
Q-2026-1154,2026-01-24,2026-02-04,Sunflower Steel,Hutchinson,KS,Jake Finley,Linear Motion,THK BNK1210 Ball Screw Assembly,3410,6.2,3199,26.8,Motion Industries,0,11,Won,
Q-2026-1155,2026-01-25,2026-02-11,Prairie State CNC,Wichita,KS,Jake Finley,Power Transmission,Gates Poly Chain GT Carbon Belt,9577,6.3,8974,25.9,,0,17,Lost,Price
Q-2026-1156,2026-01-25,2026-02-05,National Beef Packing,Dodge City,KS,Mark Alderman,Seals & Gaskets,Parker Parbak HD O-Ring Kit,8958,5.6,8456,31.8,Motion Industries,2,11,Lost,Lead time
Q-2026-1157,2026-01-26,2026-02-10,Tyson Fresh Meats,Emporia,KS,Tyler Novak,Bearings,SKF 7210 BECBP Angular Contact (qty 12),1893,4.7,1804,18.9,Motion Industries,1,15,Lost,No response
Q-2026-1158,2026-01-28,2026-03-11,Missouri Valley Fab,Independence,MO,Lisa Cheng,Motors & Drives,WEG 00718ET3E213T 7.5HP Motor,115597,0.3,115250,28.7,,4,42,Lost,Price
Q-2026-1159,2026-01-30,2026-02-12,Textron Aviation,Wichita,KS,Mark Alderman,Bearings,Timken SET401 Tapered Roller (qty 6),4034,3.3,3901,30.6,,3,13,Lost,No response
Q-2026-1160,2026-01-31,2026-02-11,Tallgrass Energy,Wichita,KS,Mark Alderman,Valves,Apollo 88A-100 3-Piece Ball Valve (qty 48),11208,4.5,10704,29.2,Ferguson Industrial,4,11,Won,
Q-2026-1161,2026-01-31,2026-02-09,Heartland Foods,Topeka,KS,Mark Alderman,Bearings,SealMaster NP-20T Pillow Block (qty 10),2729,5.8,2571,26.0,,2,9,Won,
Q-2026-1162,2026-01-31,2026-02-19,Missouri Valley Fab,Independence,MO,Mark Alderman,MRO/Mixed,"Quarterly MRO kit — filters, belts, lubricants",88200,0.7,87583,32.9,Grainger,5,19,Lost,Lead time
Q-2026-1163,2026-01-31,2026-02-25,Hutch Manufacturing,Hutchinson,KS,Mark Alderman,Power Transmission,Regal Beloit Hub City 0220-60201 Reducer,41462,5.9,39016,29.0,Applied Industrial,6,25,Lost,Lead time
Q-2026-1164,2026-02-02,2026-02-10,Midwest Fabricators,Olathe,KS,Jake Finley,Valves,Bray Series 21 Butterfly + Actuator,3063,2.1,2999,27.7,,1,8,Won,
Q-2026-1165,2026-02-03,2026-02-12,Consolidated Packaging,Lenexa,KS,Lisa Cheng,MRO/Mixed,"Conveyor maintenance kit — rollers, belting, hardware",3835,0.9,3800,35.7,,0,9,Won,
Q-2026-1166,2026-02-03,2026-02-10,Lakeshore Assembly,Kansas City,MO,Lisa Cheng,Power Transmission,Gates PowerGrip GT3 Belt Kit,35554,2.3,34736,28.2,Applied Industrial,3,7,Won,
Q-2026-1167,2026-02-05,2026-02-10,Salina Vortex,Salina,KS,Lisa Cheng,Bearings,SKF 23120 CC/W33 Spherical (qty 24),6981,0.6,6939,26.0,Amazon Business,1,5,Won,
Q-2026-1168,2026-02-06,2026-02-25,Central Iowa Machining,Des Moines,IA,Jake Finley,Seals & Gaskets,Parker Parbak HD O-Ring Kit,24888,1.7,24465,39.5,Motion Industries,3,19,Lost,No response
Q-2026-1169,2026-02-07,2026-02-24,Sunflower Electric,Hays,KS,Mark Alderman,MRO/Mixed,"Maintenance supply package — adhesives, tapes, PPE",6303,3.7,6070,25.5,,2,17,Lost,Lead time
Q-2026-1170,2026-02-07,2026-02-25,Tallgrass Energy,Wichita,KS,Mark Alderman,Power Transmission,Gates PowerGrip GT3 Belt Kit,8169,6.0,7679,31.8,,2,18,Lost,Went with incumbent
Q-2026-1171,2026-02-08,2026-02-14,Salina Vortex,Salina,KS,Mark Alderman,Power Transmission,Gates PowerGrip GT3 Belt Kit,2554,5.2,2421,22.3,,3,6,Won,
Q-2026-1172,2026-02-08,2026-02-17,Plains Equipment Group,Wichita,KS,Jake Finley,MRO/Mixed,"Conveyor maintenance kit — rollers, belting, hardware",13878,4.3,13281,27.2,,2,9,Lost,Price
Q-2026-1173,2026-02-08,2026-02-18,Koch Industries,Wichita,KS,Jake Finley,Linear Motion,Hiwin KK60 Linear Actuator,1176,2.7,1144,34.4,,0,10,Won,
Q-2026-1174,2026-02-10,2026-03-02,Salina Vortex,Salina,KS,Mark Alderman,Bearings,SKF 7210 BECBP Angular Contact (qty 4),972,6.3,911,19.0,,1,20,Lost,Project canceled
Q-2026-1175,2026-02-11,2026-02-16,Sunflower Electric,Hays,KS,Mark Alderman,Valves,Bray Series 21 Butterfly + Actuator,3846,5.5,3634,32.8,Ferguson Industrial,1,5,Won,
Q-2026-1176,2026-02-12,2026-02-25,Koch Industries,Wichita,KS,Jake Finley,Motors & Drives,Baldor EM3615T 5HP Motor,5631,4.1,5400,20.0,Grainger,0,13,Won,
Q-2026-1177,2026-02-13,2026-02-20,Hawkeye Industrial,Cedar Rapids,IA,Tyler Novak,Seals & Gaskets,Garlock Klozure Mill-Right Seal (qty 4),5916,11.1,5259,26.970000000000002,Applied Industrial,2,7,Lost,Price
Q-2026-1178,2026-02-13,2026-03-03,Midwest Grain Terminal,Salina,KS,Jake Finley,Valves,Bray Series 31 6in Butterfly + Actuator Package,1648,6.0,1549,23.5,,2,18,Lost,Went with incumbent
Q-2026-1179,2026-02-16,2026-02-27,Prairie Ag Equipment,Salina,KS,Lisa Cheng,MRO/Mixed,"Pump rebuild kit — seals, bearings, couplings",32745,6.0,30780,22.8,Grainger,4,11,Won,
Q-2026-1180,2026-02-16,2026-03-03,River Bluff Packaging,Lawrence,KS,Lisa Cheng,Linear Motion,Hiwin HGH20CA Linear Block (qty 20),3558,1.1,3519,26.7,Motion Industries,2,15,Lost,Lead time
Q-2026-1181,2026-02-16,2026-02-28,Tyson Fresh Meats,Emporia,KS,Tyler Novak,MRO/Mixed,"Pump rebuild kit — seals, bearings, couplings",4667,1.7,4588,35.7,,1,12,Won,
Q-2026-1182,2026-02-17,2026-03-08,Plains Equipment Group,Wichita,KS,Lisa Cheng,Linear Motion,THK HSR20 Linear Guide Set (qty 2),7235,3.3,6996,29.4,Motion Industries,1,19,Won,
Q-2026-1183,2026-02-17,2026-03-07,River Bluff Packaging,Lawrence,KS,Mark Alderman,Power Transmission,Dodge TXT415T Gear Reducer,4573,3.9,4395,21.7,,1,18,Won,
Q-2026-1184,2026-02-17,2026-03-18,Pratt Industries,Pratt,KS,Lisa Cheng,Valves,Apollo 88A-100 3-Piece Ball Valve (qty 16),59567,4.1,57125,22.6,Ferguson Industrial,4,29,Lost,Went with incumbent
Q-2026-1185,2026-02-18,2026-02-24,Jensen Manufacturing,Olathe,KS,Mark Alderman,Seals & Gaskets,SKF CR 99600 Speedi-Sleeve (qty 10),3805,4.7,3626,32.2,,1,6,Lost,Went with incumbent
Q-2026-1186,2026-02-19,2026-02-24,Continental Mills,Atchison,KS,Lisa Cheng,Bearings,Timken SET401 Tapered Roller (qty 48),6871,4.4,6569,22.4,,1,5,Won,
Q-2026-1187,2026-02-19,2026-02-28,Cornhusker Milling,Lincoln,NE,Jake Finley,Power Transmission,Gates Poly Chain GT Carbon Belt,9504,17.9,7803,20.53,,1,9,Won,
Q-2026-1188,2026-02-20,2026-03-02,Textron Aviation,Wichita,KS,Lisa Cheng,Seals & Gaskets,Parker O-Ring Kit 4-001 (qty 8 kits),13697,1.1,13546,30.2,,2,10,Lost,Price
Q-2026-1189,2026-02-20,2026-03-11,Central Iowa Machining,Des Moines,IA,Mark Alderman,Power Transmission,Rexnord Omega E40 Coupling,4553,5.8,4289,28.8,,2,19,Lost,Lead time
Q-2026-1190,2026-02-21,2026-03-05,Tri-State Fabrication,Joplin,MO,Lisa Cheng,Bearings,SealMaster NP-20T Pillow Block (qty 4),9807,9.2,8905,18.54,Motion Industries,1,12,Won,
Q-2026-1191,2026-02-21,2026-03-15,Textron Aviation,Wichita,KS,Mark Alderman,Power Transmission,Martin 60B18 Sprocket Set,20317,9.9,18306,20,,5,22,Lost,Lead time
Q-2026-1192,2026-02-23,2026-03-09,Lakeshore Assembly,Kansas City,MO,Lisa Cheng,Linear Motion,Hiwin KK60 Linear Actuator,1207,1.9,1184,30.3,,1,14,Lost,Price
Q-2026-1193,2026-02-24,2026-03-25,Sunflower Electric,Hays,KS,Lisa Cheng,Power Transmission,Martin D80B17H Double Sprocket Set,95237,2.5,92856,24.3,,7,29,Lost,Price
Q-2026-1194,2026-02-25,2026-03-14,Consolidated Packaging,Lenexa,KS,Lisa Cheng,Bearings,SKF 7210 BECBP Angular Contact (qty 2),4624,3.8,4448,31.2,,3,17,Lost,Price
Q-2026-1195,2026-02-28,2026-03-02,Continental Mills,Atchison,KS,Tyler Novak,MRO/Mixed,"Quarterly MRO kit — filters, belts, lubricants",7207,3.7,6940,28.2,Amazon Business,1,2,Won,
Q-2026-1196,2026-02-28,2026-03-27,Jensen Manufacturing,Olathe,KS,Mark Alderman,Seals & Gaskets,Parker Parbak HD O-Ring Kit,39632,5.3,37532,33.6,,6,27,Lost,Price
Q-2026-1197,2026-02-28,2026-03-12,Midwest Mechanical Services,Wichita,KS,Jake Finley,Linear Motion,Hiwin HGH20CA Linear Block (qty 4),2008,3.0,1948,35.8,,2,12,Lost,Lead time
Q-2026-1198,2026-03-01,2026-03-22,Berry Global,Lawrence,KS,Mark Alderman,Bearings,Dodge P2B-SC-104 Pillow Block (qty 16),6111,7.0,5683,22.6,,1,21,Lost,Project canceled
Q-2026-1199,2026-03-02,2026-03-18,Tri-State Fabrication,Joplin,MO,Lisa Cheng,Power Transmission,Dodge Quantis ILH68 Gear Reducer,3190,6.7,2976,28.4,,0,16,Lost,Went with incumbent
Q-2026-1200,2026-03-04,2026-03-28,Prairie Ag Equipment,Salina,KS,Mark Alderman,Bearings,SKF 7210 BECBP Angular Contact (qty 12),1647,0.7,1635,19.2,Applied Industrial,3,24,Lost,Went with incumbent
Q-2026-1201,2026-03-04,2026-03-09,Westar Energy,Topeka,KS,Tyler Novak,Bearings,SKF 6205-2RS Deep Groove (qty 100),1640,4.6,1565,24.0,,1,5,Won,
Q-2026-1202,2026-03-05,2026-03-28,Plains Equipment Group,Wichita,KS,Lisa Cheng,Seals & Gaskets,Garlock Style 9850 Gasket Set (qty 12),4586,10.2,4118,30.74,,0,23,Lost,Price
Q-2026-1203,2026-03-07,2026-04-08,Murphy Tractor,Kansas City,MO,Tyler Novak,Bearings,SKF 22218 E Spherical Roller (qty 8),57518,8.9,52399,26.53,,10,32,Lost,Price
Q-2026-1204,2026-03-07,2026-04-04,Spirit AeroSystems,Wichita,KS,Jake Finley,Bearings,SKF 7210 BECBP Angular Contact (qty 36),4041,8.6,3693,20.020000000000003,,1,28,Lost,Price
Q-2026-1205,2026-03-07,2026-03-10,Agri-Service Inc,Hutchinson,KS,Jake Finley,Bearings,SKF 22218 E Spherical Roller (qty 6),1286,3.4,1242,20.4,,0,3,Lost,Lead time
Q-2026-1206,2026-03-07,2026-03-09,Prairie Ag Equipment,Salina,KS,Tyler Novak,Motors & Drives,Regal Beloit Marathon 184TTFS6526 Motor,6351,4.0,6097,29.7,,1,2,Won,
Q-2026-1207,2026-03-08,2026-03-20,Prairie State CNC,Wichita,KS,Lisa Cheng,Power Transmission,Dodge Quantis ILH68 Gear Reducer,6902,16.8,5742,28.46,,0,12,Won,
Q-2026-1208,2026-03-10,2026-04-04,Dairyland Cooperative,Topeka,KS,Mark Alderman,Seals & Gaskets,Garlock Style 9850 Gasket Set (qty 2),6381,8.0,5871,38.6,,2,25,Lost,Project canceled
Q-2026-1209,2026-03-10,2026-03-14,High Plains Corp,Garden City,KS,Mark Alderman,Power Transmission,Gates PowerGrip GT3 Belt Kit,5762,8.9,5249,24.130000000000003,,1,4,Lost,No response
Q-2026-1210,2026-03-10,,Westar Energy,Topeka,KS,Lisa Cheng,MRO/Mixed,"Pump rebuild kit — seals, bearings, couplings",8624,3.0,8365,32.5,,1,,Pending,
Q-2026-1211,2026-03-12,2026-03-21,River City Steel,Kansas City,MO,Lisa Cheng,Bearings,SKF 22218 E Spherical Roller (qty 36),3253,2.5,3172,20.0,,1,9,Won,
Q-2026-1212,2026-03-12,2026-03-23,FlexPak Solutions,Topeka,KS,Jake Finley,Bearings,SKF 22218 E Spherical Roller (qty 10),22574,0.2,22529,27.0,,1,11,Lost,Went with incumbent
Q-2026-1213,2026-03-12,2026-03-24,Midwest Fabricators,Olathe,KS,Lisa Cheng,Power Transmission,Rexnord Omega E40 Coupling,4058,3.6,3912,25.1,,0,12,Won,
Q-2026-1214,2026-03-12,,Central Iowa Machining,Des Moines,IA,Tyler Novak,Bearings,SKF 7210 BECBP Angular Contact (qty 10),20471,4.3,19591,20.9,,3,,Pending,
Q-2026-1215,2026-03-13,2026-03-20,Hawkeye Industrial,Cedar Rapids,IA,Jake Finley,Motors & Drives,WEG 00718ET3E213T 7.5HP Motor,1943,0,1943,18.4,,1,7,Won,
Q-2026-1216,2026-03-13,2026-03-26,Foley Equipment,Topeka,KS,Mark Alderman,Power Transmission,Gates PowerGrip GT3 Belt Kit,1735,10.7,1549,27.39,,1,13,Lost,Price
Q-2026-1217,2026-03-14,2026-04-14,Prairie Ag Equipment,Salina,KS,Lisa Cheng,Seals & Gaskets,John Crane Type 1 Seal Kit,45552,7.0,42363,37.1,,2,31,Lost,Price
Q-2026-1218,2026-03-14,2026-03-24,Salina Vortex,Salina,KS,Tyler Novak,Seals & Gaskets,Garlock Style 9850 Gasket Set (qty 8),11217,7.3,10398,37.8,,2,10,Lost,Went with incumbent
Q-2026-1219,2026-03-15,2026-03-27,High Plains Corp,Garden City,KS,Mark Alderman,Linear Motion,THK HSR20 Linear Guide Set (qty 20),11729,8.6,10720,25,Motion Industries,5,12,Lost,Went with incumbent
Q-2026-1220,2026-03-15,2026-03-22,Missouri Valley Fab,Independence,MO,Lisa Cheng,Bearings,NTN UCF210-200D1 Flange Unit (qty 20),2416,3.1,2341,26.8,,1,7,Won,
